tweet_id_customer,customer_message,created_at_customer,tweet_id_brand,brand_reply,created_at_brand,customer_message_clean,brand_reply_clean,intent
1885047,"Yooooo why is ""Blessed"" by @29428 and @17627 not on @115888?!?! 😭😭😭",Mon Oct 23 08:12:23 +0000 2017,1885046,"@562447 Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /NY",Mon Oct 23 09:51:58 +0000 2017,"Yooooo why is ""Blessed"" by and not on 😭😭😭","Hi there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /NY",playback_technical
2681220,@SpotifyCares No dice. Same problems.,Sun Nov 19 15:26:14 +0000 2017,2681221,@754291 No worries. Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt,Sun Nov 19 15:40:49 +0000 2017,No dice. Same problems.,No worries. Can you DM us your account's email address? We'll take a look backstage /DV,general_other
869971,@SpotifyCares Do you require any of my account details to do this?,Fri Oct 20 13:57:34 +0000 2017,869970,@326577 Can you DM us with your account's username and email address? We'll check it out backstage /WW https://t.co/ldFdZRiNAt,Fri Oct 20 16:15:32 +0000 2017,Do you require any of my account details to do this?,Can you DM us with your account's username and email address? We'll check it out backstage /WW,account_access
2108120,@SpotifyCares I am having a hard time logging in to my account. It has been years since I needed info to log in and nothing I try works.,Sun Nov 26 00:51:00 +0000 2017,2108119,@622029 Hey Kevin! We're here to help. Can you DM us possible email addresses or usernames you might've created your account with? We'll take a look backstage /KM https://t.co/ldFdZRiNAt,Sun Nov 26 12:28:37 +0000 2017,I am having a hard time logging in to my account. It has been years since I needed info to log in and nothing I try works.,Hey Kevin! We're here to help. Can you DM us possible email addresses or usernames you might've created your account with? We'll take a look backstage /KM,account_access
2056410,@SpotifyCares when does Spotify come back on LG smart TV? 😢 (In Germany),Fri Oct 06 19:31:51 +0000 2017,2056409,"@608164 Hi! As we look to improve the overall Spotify experience, we're removing the app from LG TVs. More info here: https://t.co/D2p6hgpCoW /ME",Fri Oct 06 20:27:29 +0000 2017,when does Spotify come back on LG smart TV? 😢 (In Germany),"Hi! As we look to improve the overall Spotify experience, we're removing the app from LG TVs. More info here: /ME",device_platform
130884,@127240 LISTEN I DON’T USE SPOTIFY THAT MUCH AND I DID SOMETHING THAT SKIPPED IT,Fri Nov 24 05:57:57 +0000 2017,130883,@145546 Oops! Sorry for the confusion. The reply was for your first tweet to us. Fingers crossed we'll have it available to you soon 😉 /AP,Fri Nov 24 07:07:11 +0000 2017,LISTEN I DON’T USE SPOTIFY THAT MUCH AND I DID SOMETHING THAT SKIPPED IT,Oops! Sorry for the confusion. The reply was for your first tweet to us. Fingers crossed we'll have it available to you soon 😉 /AP,playback_technical
2509465,"@SpotifyCares Yes, I love the idea of a curated playlist containing both new and familiar artists. I'd like to see more of a variety of tracks from the selected artists too. It's as the algorithm thinks there's only one Fela Kuti song worth hearing!",Wed Nov 15 23:13:28 +0000 2017,2509466,"@715366 We understand you'd like to get more variety in your Discover Weekly, Release Radar, and Daily Mix playlists. Keep listening to your favorite tunes. This will help mix things up. But thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /AP",Wed Nov 15 23:20:34 +0000 2017,"Yes, I love the idea of a curated playlist containing both new and familiar artists. I'd like to see more of a variety of tracks from the selected artists too. It's as the algorithm thinks there's only one Fela Kuti song worth hearing!","We understand you'd like to get more variety in your Discover Weekly, Release Radar, and Daily Mix playlists. Keep listening to your favorite tunes. This will help mix things up. But thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 /AP",feature_request
2504217,You would think a company with such a widely used app like @115888  would have updated for the iPhone X by now,Wed Nov 15 19:50:55 +0000 2017,2504215,"@464555 Hey Will! Thanks for sharing your thoughts. Not to worry, we’re working on it as we speak. Stay tuned /LP",Wed Nov 15 20:41:54 +0000 2017,You would think a company with such a widely used app like would have updated for the iPhone X by now,"Hey Will! Thanks for sharing your thoughts. Not to worry, we’re working on it as we speak. Stay tuned /LP",device_platform
2492530,@SpotifyCares And we have no way to access the account.,Wed Nov 15 18:02:41 +0000 2017,2492529,@711571 We'd be happy to get this sorted out for you. Can you send us a DM? We'd like to speak on this matter privately. We'll be right here /TF https://t.co/ldFdZRiNAt,Wed Nov 15 18:07:03 +0000 2017,And we have no way to access the account.,We'd be happy to get this sorted out for you. Can you send us a DM? We'd like to speak on this matter privately. We'll be right here /TF,account_access
424568,"@115888 Is the ?http=1 ""hack"" still supported in the web player? Can't get it to function at work behind our proxy.",Tue Nov 07 10:03:12 +0000 2017,424567,@216046 2: admin if that doesn't work. Let us know if you have any other questions /NY,Tue Nov 07 11:57:41 +0000 2017,"Is the ? ""hack"" still supported in the web player? Can't get it to function at work behind our proxy.",2: admin if that doesn't work. Let us know if you have any other questions /NY,playback_technical
2165535,@116130 Help! I have an old account which I thought was cancelled that I'm still being charged £9.99 a month for?,Thu Nov 09 07:48:46 +0000 2017,2165534,"@635608 Hi Paul, we'd love to help out. Can you DM us your account's username/email address? We'll check backstage /AC https://t.co/ldFdZRiNAt",Thu Nov 09 09:04:50 +0000 2017,Help! I have an old account which I thought was cancelled that I'm still being charged £9.99 a month for?,"Hi Paul, we'd love to help out. Can you DM us your account's username/email address? We'll check backstage /AC",billing_subscription
831454,"@115888 my account randomly changed to ""9.99 spotify for family"" in the middle of the night, and now says it'll expire this month, wth?",Sun Oct 08 23:15:58 +0000 2017,831453,@318003 Hey there! Can you DM us your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,Mon Oct 09 00:49:57 +0000 2017,"my account randomly changed to ""9.99 spotify for family"" in the middle of the night, and now says it'll expire this month, wth?",Hey there! Can you DM us your account's email address or username? We'll check backstage /AR,billing_subscription
2504211,Did @115888 pull the radio feature option on songs?,Wed Nov 15 19:54:00 +0000 2017,2504209,@430477 Hi there! Can you tell us what's happening exactly and on what device? We'll see what we can do to help /JM,Wed Nov 15 20:42:15 +0000 2017,Did pull the radio feature option on songs?,Hi there! Can you tell us what's happening exactly and on what device? We'll see what we can do to help /JM,feature_request
724038,@115888 Turns out my account got hacked and upgraded to family... and 5 random accounts were using it for free 🤦‍♂️,Fri Oct 06 18:55:06 +0000 2017,732215,"@293391 Are you still having this issue? If so, can you shoot us a DM? We'll be right here waiting /MV",Fri Oct 06 19:22:09 +0000 2017,Turns out my account got hacked and upgraded to family... and 5 random accounts were using it for free 🤦‍♂️,"Are you still having this issue? If so, can you shoot us a DM? We'll be right here waiting /MV",account_access
672189,"Dear @118266 
Kindly check my account since i cant log in since the first time using my registered emailed and now my card is being charged...the email addres is __email__",Thu Nov 23 07:32:57 +0000 2017,672188,"@280369 Hi! We've just sent a DM your way. Let's carry on chatting there. Also, we'd recommend deleting your tweet as it contains your private info /PL",Thu Nov 23 09:10:33 +0000 2017,Dear Kindly check my account since i cant log in since the first time using my registered emailed and now my card is being charged...the email addres is __email__,"Hi! We've just sent a DM your way. Let's carry on chatting there. Also, we'd recommend deleting your tweet as it contains your private info /PL",account_access
243374,So my @115888 player arbitrarily unpauses – in the middle of the night. WTF. Are you guys trying to kill me?,Thu Oct 05 12:29:12 +0000 2017,243373,"@173799 Hey! That's odd. What device, operating system, and Spotify version are you using? Also, how long has this been happening for? /CB",Thu Oct 05 12:37:18 +0000 2017,So my player arbitrarily unpauses – in the middle of the night. WTF. Are you guys trying to kill me?,"Hey! That's odd. What device, operating system, and Spotify version are you using? Also, how long has this been happening for? /CB",playback_technical
2246135,@115888 I have a paid family membership. Stop forcing #waze ads at me. No ads for paying customers.,Fri Nov 10 21:07:32 +0000 2017,2246133,@654630 Hey Daniel! Can you DM us your account's username or email address? We'll take a look backstage /MS https://t.co/ldFdZRiNAt,Fri Nov 10 22:24:29 +0000 2017,I have a paid family membership. Stop forcing #waze ads at me. No ads for paying customers.,Hey Daniel! Can you DM us your account's username or email address? We'll take a look backstage /MS,billing_subscription
826541,"@SpotifyCares Your Windows Mobile app is still having issues, any word on getting the app updated?",Mon Nov 13 20:15:53 +0000 2017,826542,"@316887 Hey Neil, help's here! Can you DM us your account's username or email address? We'll take a look backstage /PK https://t.co/ldFdZRiNAt",Mon Nov 13 21:30:22 +0000 2017,"Your Windows Mobile app is still having issues, any word on getting the app updated?","Hey Neil, help's here! Can you DM us your account's username or email address? We'll take a look backstage /PK",device_platform
2141680,@115888 give us lyrics for every song,Wed Nov 08 22:55:01 +0000 2017,2141679,"@629758 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /RB https://t.co/ldFdZR1cbT",Wed Nov 08 23:02:19 +0000 2017,give us lyrics for every song,"Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /RB",feature_request
349006,"@SpotifyCares Shame, will switch to Tidal for the Hi Fi element then, it's pretty noticeable on my new player your  service has been great otherwise!",Sun Oct 08 08:08:29 +0000 2017,349008,@199071 Sorry to hear you feel that way. You can show your support for the idea by voting for it here: https://t.co/jA0OzJ0OO3 /PL,Sun Oct 08 08:20:16 +0000 2017,"Shame, will switch to Tidal for the Hi Fi element then, it's pretty noticeable on my new player your service has been great otherwise!",Sorry to hear you feel that way. You can show your support for the idea by voting for it here: /PL,playback_technical
2116860,@SpotifyCares alright thank you!,Wed Nov 08 13:48:29 +0000 2017,2116862,@623928 No worries. https://t.co/uEkAlnxbzn /GK,Wed Nov 08 14:37:44 +0000 2017,alright thank you!,No worries. /GK,general_other
2916611,"@SpotifyCares Everything is back to normal. Thank you, have a great night and happy holidays!",Wed Nov 29 02:57:52 +0000 2017,2916613,"@735005 Awesome, thanks for letting us know. Enjoy the music! https://t.co/SkdXv2BhCb 😉 /BP",Wed Nov 29 03:57:07 +0000 2017,"Everything is back to normal. Thank you, have a great night and happy holidays!","Awesome, thanks for letting us know. Enjoy the music! 😉 /BP",general_other
2029676,"@115888 Please upload the new Taylor Swift album ""reputation"". @118062 please!!!!",Tue Nov 07 04:10:28 +0000 2017,2029675,"@600197 Hey Francisco! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RH",Tue Nov 07 04:49:58 +0000 2017,"Please upload the new Taylor Swift album ""reputation"". please!!!!","Hey Francisco! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /RH",feature_request
2910924,@115888 I have a question about the Family Premium Memberships,Tue Nov 28 20:30:21 +0000 2017,2910923,"@436847 Hey Russ, help's arrived! What would you like to know about our Premium for Family plan? On another note, you can find out more about Premium for Family over here: https://t.co/LESfq9LesY. Let us know if you need anything /JQ",Tue Nov 28 21:57:44 +0000 2017,I have a question about the Family Premium Memberships,"Hey Russ, help's arrived! What would you like to know about our Premium for Family plan? On another note, you can find out more about Premium for Family over here: Let us know if you need anything /JQ",billing_subscription
573214,"uhhhh @115888 I was listening to falsettos and i was ready for the drama and conflama of ‘I Never Wanted to Love You’ to come on right after ‘Marvin Hits Trina’ (as it should💅🏾) but it went to some commercial for Dominoes during MY 30 mins of ad free music????? 
disgraceful.",Sat Dec 02 21:36:25 +0000 2017,573212,"@254719 Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /MT",Sun Dec 03 05:37:14 +0000 2017,uhhhh I was listening to falsettos and i was ready for the drama and conflama of ‘I Never Wanted to Love You’ to come on right after ‘Marvin Hits Trina’ (as it should💅🏾) but it went to some commercial for Dominoes during MY 30 mins of ad free music????? disgraceful.,"Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /MT",playback_technical
2275378,"@115888 I miss the lyrics on your desktop program, where'd they go? #bringbackthelyrics #wtf #whydidyouremoveit",Sat Nov 11 07:30:14 +0000 2017,2275377,"@661802 We hear you! Any updates will be posted at https://t.co/osebD49Qxe. We'd recommend voting to support the idea, too /DR",Sat Nov 11 08:05:22 +0000 2017,"I miss the lyrics on your desktop program, where'd they go? #bringbackthelyrics #wtf #whydidyouremoveit","We hear you! Any updates will be posted at We'd recommend voting to support the idea, too /DR",feature_request
1044750,@SpotifyCares Hi! I want to see the address of my account. How can I do that? Help please :),Sat Oct 14 15:18:55 +0000 2017,1044749,@367011 Hi there! We've just sent a DM your way. Let's carry on chatting there /CO,Sat Oct 14 19:18:13 +0000 2017,Hi! I want to see the address of my account. How can I do that? Help please :),Hi there! We've just sent a DM your way. Let's carry on chatting there /CO,account_access
2910935,Hi @115888 been trying to update my payment but it dint load. Or cancel. It doesnt take a moment 💔 https://t.co/HTWCbf5exa,Tue Nov 28 20:16:51 +0000 2017,2910934,@805847 Hey there! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,Tue Nov 28 21:53:43 +0000 2017,Hi been trying to update my payment but it dint load. Or cancel. It doesnt take a moment 💔,Hey there! We'll help out. Can you DM us your account's email address? We'll take a look under the hood /AN,billing_subscription
508873,@SpotifyCares I believe my account has been hacked. My email address has been changed to something French and I cannot log in.,Fri Dec 01 19:57:24 +0000 2017,508872,@236881 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /MG,Fri Dec 01 22:01:56 +0000 2017,I believe my account has been hacked. My email address has been changed to something French and I cannot log in.,Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /MG,account_access
2908661,"@SpotifyCares the Spotify app is telling me “an error occurred, please try again” my internet connection is fine and I have the most recent version of the app-also tried restarting phone, logging out &amp; deleting/reinstalling app",Tue Nov 28 20:38:25 +0000 2017,2908650,"@805318 Hey, that's not cool! Can you let us know the device and operating system and operating system you're rocking? We'll see what we can suggest /JM",Tue Nov 28 20:46:51 +0000 2017,"the Spotify app is telling me “an error occurred, please try again” my internet connection is fine and I have the most recent version of the app-also tried restarting phone, logging out &amp; deleting/reinstalling app","Hey, that's not cool! Can you let us know the device and operating system and operating system you're rocking? We'll see what we can suggest /JM",playback_technical
824813,@SpotifyCares @115888 🔥 https://t.co/YY5oL1pbtO,Thu Oct 12 23:50:51 +0000 2017,824812,@316439 Thanks for the feedback! It's music to our ears 🎶 /TF,Fri Oct 13 00:17:46 +0000 2017,🔥,Thanks for the feedback! It's music to our ears 🎶 /TF,general_other
2766477,@SpotifyCares Im trying to upgrade to spotify premium but after the paypal approval it doesnt go through? ive tried 5 times now.,Tue Nov 21 09:19:07 +0000 2017,2766476,"@773665 Hey Jacki, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /RS https://t.co/ldFdZRiNAt",Tue Nov 21 10:23:38 +0000 2017,Im trying to upgrade to spotify premium but after the paypal approval it doesnt go through? ive tried 5 times now.,"Hey Jacki, help's here! Can you DM us your account's username or email address? We'll take a look under the hood /RS",billing_subscription
2582659,"@115888 take them videos off your playlist, some of us want to listen and spend copious amounts of data on videos of songs we hate",Mon Oct 30 16:08:21 +0000 2017,2582658,@731918 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,Mon Oct 30 17:58:29 +0000 2017,"take them videos off your playlist, some of us want to listen and spend copious amounts of data on videos of songs we hate",Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF,feature_request
1522809,@115888 @SpotifyCares plz change @133324 information? 'Rap Monster' is now known as RM- also could you add Taehyungs acting career 🧡🧡🧡,Fri Nov 03 20:35:06 +0000 2017,1522810,"@473197 1: Hi there. We appreciate your feedback on this. Our Curation team are independent &amp; use taste, data, research, and trends to create...",Fri Nov 03 21:07:05 +0000 2017,plz change information? 'Rap Monster' is now known as RM- also could you add Taehyungs acting career 🧡🧡🧡,"1: Hi there. We appreciate your feedback on this. Our Curation team are independent &amp; use taste, data, research, and trends to create...",feature_request
2043858,"@SpotifyCares I got an invite to join a Premium Family plan.  When I click on Accept Invitation, it simply takes me to a sign in page?",Wed Oct 04 12:49:33 +0000 2017,2043857,"@604415 Hey Lianne, help's here! Could you DM us your account's username/email address? We'll check behind the scenes /RE https://t.co/ldFdZRiNAt",Wed Oct 04 13:54:22 +0000 2017,"I got an invite to join a Premium Family plan. When I click on Accept Invitation, it simply takes me to a sign in page?","Hey Lianne, help's here! Could you DM us your account's username/email address? We'll check behind the scenes /RE",account_access
560006,Why is there no way to continue on your offer landing page @116130 ? https://t.co/euyUTu3z2p,Sat Dec 02 18:25:44 +0000 2017,560004,@250961 Hey there! Can you send us the link to this page? We'll check it out /DB,Sat Dec 02 22:11:45 +0000 2017,Why is there no way to continue on your offer landing page ?,Hey there! Can you send us the link to this page? We'll check it out /DB,feature_request
2268696,@SpotifyCares Is this a new thing? Does it apply to playlists as well as saved albums? It seems a bit arbitrary tbh.,Mon Nov 13 09:38:08 +0000 2017,2268698,"@660202 Hi! There has always been a 10k limit in Your Music (Songs + Albums + Artists), but it doesn't apply to playlists. Hope this helps /PL",Mon Nov 13 12:03:43 +0000 2017,Is this a new thing? Does it apply to playlists as well as saved albums? It seems a bit arbitrary tbh.,"Hi! There has always been a 10k limit in Your Music (Songs + Albums + Artists), but it doesn't apply to playlists. Hope this helps /PL",feature_request
1739275,@SpotifyCares Can you help me close my Free account?,Tue Nov 07 17:20:02 +0000 2017,1739277,@524915 You bet! Could you DM us your account's username and email address? We'll take a look backstage /JX https://t.co/ldFdZRiNAt,Tue Nov 07 17:25:38 +0000 2017,Can you help me close my Free account?,You bet! Could you DM us your account's username and email address? We'll take a look backstage /JX,account_access
1973068,"Hey @SpotifyCares, is it possible to know for how long a user has been using Spotify? TIA",Tue Nov 14 18:13:36 +0000 2017,1973066,@584382 Hey! You can find some nice stats about your account at https://t.co/bCcvRpSeKV. Check it out and let us know if you have any questions /BH https://t.co/ldFdZRiNAt,Tue Nov 14 18:56:21 +0000 2017,Hey is it possible to know for how long a user has been using Spotify? TIA,Hey! You can find some nice stats about your account at Check it out and let us know if you have any questions /BH,feature_request
1186030,@SpotifyCares Thx :),Wed Oct 25 22:00:24 +0000 2017,1186031,@398878 Anytime! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /AN,Wed Oct 25 22:05:46 +0000 2017,Thx :),Anytime! Let us know if you ever need us again. We'd be... /AN,general_other
2824398,"@SpotifyCares I already tried this trial deal, and ever since it ran out Im having 4-5 ads them a song then another chain of ads. Not the way it should work.
And on top of it, when I listen to ads that should give 30 min ad free, I still get ads after. Horrible experience so far.",Mon Nov 27 09:03:02 +0000 2017,2824400,"@786907 Hmm, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /GU",Mon Nov 27 17:22:21 +0000 2017,"I already tried this trial deal, and ever since it ran out Im having 4-5 ads them a song then another chain of ads. Not the way it should work. And on top of it, when I listen to ads that should give 30 min ad free, I still get ads after. Horrible experience so far.","Hmm, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /GU",billing_subscription
1225954,Hey @115888 @116130 can we get the @407605 podcast on your platform please? Some of us don't use iTunes and it's pretty popular 🙏,Wed Oct 25 18:33:06 +0000 2017,1225953,@155282 Hey Sam! We’re working hard with rights holders to get more of the best content on the service. Stay tuned /ND,Wed Oct 25 19:22:09 +0000 2017,Hey can we get the podcast on your platform please? Some of us don't use iTunes and it's pretty popular 🙏,Hey Sam! We’re working hard with rights holders to get more of the best content on the service. Stay tuned /ND,feature_request
2054853,@SpotifyCares Halp what is this other device! Keeps pausing and switching over to it randomly during songs :( Win10Pro Build 15063.608 https://t.co/ynPqxmBvVn,Thu Oct 05 13:43:35 +0000 2017,2054851,"@607727 Hey Kristina, thanks for the screenshot! Can you also DM us your account's email address? We'll figure out what's going on backstage /RR https://t.co/ldFdZRiNAt",Thu Oct 05 14:00:22 +0000 2017,Halp what is this other device! Keeps pausing and switching over to it randomly during songs :( Win10Pro Build 15063.608,"Hey Kristina, thanks for the screenshot! Can you also DM us your account's email address? We'll figure out what's going on backstage /RR",device_platform
2302670,@SpotifyCares Hey thank you all for responding!,Sun Nov 12 21:38:09 +0000 2017,2302672,"@668196 No worries! If you ever need anything else, just shout and we'll come running 🏃 /DF",Sun Nov 12 21:48:05 +0000 2017,Hey thank you all for responding!,"No worries! If you ever need anything else, just shout and we'll come running 🏃 /DF",general_other
189869,@115888 i'm having this error pop up every time plsss helppp https://t.co/sIaKN4zZtn,Tue Oct 10 16:39:01 +0000 2017,914672,@337208 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt,Tue Oct 10 17:08:46 +0000 2017,i'm having this error pop up every time plsss helppp,Hey! Can you DM us your account's email address? We'll see what we can suggest /CB,playback_technical
2733036,@SpotifyCares Thanks.  It's a Samsung galaxy S6. Spotify is the most recent version,Mon Nov 20 17:01:38 +0000 2017,2733038,"@472000 Got it. Does logging out, restarting your phone, then logging back in help at all? /JE",Mon Nov 20 17:15:14 +0000 2017,Thanks. It's a Samsung galaxy S6. Spotify is the most recent version,"Got it. Does logging out, restarting your phone, then logging back in help at all? /JE",device_platform
2239804,@115888 yea hi i need ‘reputation’ to be released on spotify right now thanks,Fri Nov 10 13:18:36 +0000 2017,2239803,@653067 Hi there! We've just sent you a bit more info over DM. Check your inbox 🙂 /AC,Fri Nov 10 14:40:44 +0000 2017,yea hi i need ‘reputation’ to be released on spotify right now thanks,Hi there! We've just sent you a bit more info over DM. Check your inbox 🙂 /AC,feature_request
1833293,"@SpotifyCares  been charged for premium for years, lost it 3 mos ago and still being billed regularly.  Account = __email__",Mon Oct 16 20:10:42 +0000 2017,1833292,@549945 Hey there! We'd suggest deleting your last 2 tweets as they contain private info. Can you send it via DM instead? We'll be waiting /PB https://t.co/ldFdZRiNAt,Mon Oct 16 22:21:35 +0000 2017,"been charged for premium for years, lost it 3 mos ago and still being billed regularly. Account = __email__",Hey there! We'd suggest deleting your last 2 tweets as they contain private info. Can you send it via DM instead? We'll be waiting /PB,billing_subscription
2158615,"@SpotifyCares Nothing actually happened. I just always accidentally click the ""download"" button when I go to my songs and then can't listen without wifi",Thu Nov 09 16:44:26 +0000 2017,2158617,"@634064 We understand. Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 For anything else, let us know /GU",Thu Nov 09 16:59:13 +0000 2017,"Nothing actually happened. I just always accidentally click the ""download"" button when I go to my songs and then can't listen without wifi","We understand. Thanks for the feedback – we appreciate it! We’ll get this passed onto the right team 💚 For anything else, let us know /GU",playback_technical
2079790,Really confused as to how @115888 just used up 50% of my battery in the last half hour...,Mon Oct 09 18:57:53 +0000 2017,2079789,"@339993 Hi Alexander, that doesn't seem right! Can you let us know your device's make/model, operating system, and Spotify version? /GT",Mon Oct 09 20:13:08 +0000 2017,Really confused as to how just used up 50% of my battery in the last half hour...,"Hi Alexander, that doesn't seem right! Can you let us know your device's make/model, operating system, and Spotify version? /GT",general_other
