tweet_id_customer,customer_message,created_at_customer,tweet_id_brand,brand_reply,created_at_brand,customer_message_clean,brand_reply_clean,suggested_intent,true_intent
2487402,@115888  https://t.co/CH5IBkij09,Wed Nov 15 16:13:49 +0000 2017,2487400,"@710430 Hey there! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /JI",Wed Nov 15 16:28:59 +0000 2017,,"Hey there! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? We'll see what we can suggest /JI",general_other,general_other
507429,.@115888 decided yesterday to log me out of all of my accounts &amp; then tell me my account doesn't exist.. that i am PAYING FOR. I'm so angry,Fri Dec 01 20:25:59 +0000 2017,507428,@236480 Hi Ken! Sorry to hear that. Can you send us the username or email address on your account via DM? Any screenshots of the issue would also help. We'll take a look under the hood /LP https://t.co/ldFdZRiNAt,Fri Dec 01 21:42:03 +0000 2017,. decided yesterday to log me out of all of my accounts &amp; then tell me my account doesn't exist.. that i am PAYING FOR. I'm so angry,Hi Ken! Sorry to hear that. Can you send us the username or email address on your account via DM? Any screenshots of the issue would also help. We'll take a look under the hood /LP,account_access,account_access
832538,"@SpotifyCares Drain Sth's song ""Crack the Liar's Smile"" is named ""Crack the War's Smile"" incorrectly.
 Just FYI.",Fri Oct 13 05:42:51 +0000 2017,832536,@318290 Hey Jeremy! Help's here. Can you share the track's link/URI with us: https://t.co/RT7XNMw3bR? /RA,Fri Oct 13 05:56:48 +0000 2017,"Drain Sth's song ""Crack the Liar's Smile"" is named ""Crack the War's Smile"" incorrectly. Just FYI.",Hey Jeremy! Help's here. Can you share the track's link/URI with us: /RA,feature_request,feature_request
187616,@SpotifyCares Obviously there are some requirements otherwise it would work? It works from a different network connection (i.e. without proxy),Thu Oct 26 12:42:44 +0000 2017,187617,@160030 2: reaching out to your local IT to look into this. Let us know if there's anything else /RC,Thu Oct 26 13:06:50 +0000 2017,Obviously there are some requirements otherwise it would work? It works from a different network connection (i.e. without proxy),2: reaching out to your local IT to look into this. Let us know if there's anything else /RC,playback_technical,playback_technical
2699579,"@SpotifyCares  Spotify premium member looking to make up-front payment to avoid recurring monthly, due to bank card hack. Promotion/deals?",Sun Nov 26 20:18:12 +0000 2017,2699578,"@758408 Hi Michael! Right now, our current offers are for new subscribers only. Stay tuned for more deals for existing Premium subscribers, though /NJ",Sun Nov 26 22:33:41 +0000 2017,"Spotify premium member looking to make up-front payment to avoid recurring monthly, due to bank card hack. Promotion/deals?","Hi Michael! Right now, our current offers are for new subscribers only. Stay tuned for more deals for existing Premium subscribers, though /NJ",billing_subscription,billing_subscription
936230,"And while we're on the subject, what's the deal with albums counting all songs +1 to save to the library  @SpotifyCares ?",Fri Oct 13 21:54:39 +0000 2017,936231,@341956 1: Hey there! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: https://t.co/59ABtm5Ftl . Don't...,Fri Oct 13 23:23:42 +0000 2017,"And while we're on the subject, what's the deal with albums counting all songs +1 to save to the library ?",1: Hey there! There's currently a 10k limit in Your Music (Songs + Albums + Artists). More info here: . Don't...,feature_request,feature_request
700434,I sent you messages. Please respond. Thanks. @SpotifyCares,Thu Nov 23 14:47:28 +0000 2017,700433,"@287159 Hey Gio, help's here! We've just replied to your DM. Let's carry on chatting there /DV",Thu Nov 23 16:45:28 +0000 2017,I sent you messages. Please respond. Thanks.,"Hey Gio, help's here! We've just replied to your DM. Let's carry on chatting there /DV",general_other,general_other
752504,"@SpotifyCares No, but I've moved speaker to about 1 metre away and it's not skipping at the mo - it was about 3 or 4 metres away before. Fingers crossed!",Wed Oct 11 14:01:58 +0000 2017,752502,"@299856 That's great to hear. If anything comes up, just let us know. We'll carry on helping out 🙂 /AY",Wed Oct 11 14:20:00 +0000 2017,"No, but I've moved speaker to about 1 metre away and it's not skipping at the mo - it was about 3 or 4 metres away before. Fingers crossed!","That's great to hear. If anything comes up, just let us know. We'll carry on helping out 🙂 /AY",playback_technical,playback_technical
2933,"@SpotifyCares Over all connection, I get this notification from the phone as for loving in and out I did a fresh install, no luck!",Wed Nov 01 03:29:52 +0000 2017,2935,@116387 Can you DM us your account's email address? We'll check things out /KC https://t.co/ldFdZRiNAt,Wed Nov 01 04:14:45 +0000 2017,"Over all connection, I get this notification from the phone as for loving in and out I did a fresh install, no luck!",Can you DM us your account's email address? We'll check things out /KC,playback_technical,playback_technical
1250602,"@SpotifyCares I can play it on my computer only. Using an iPhone 7 Plus with iOS 11, I believe. It’s grayed our on my mobile playlist even after download",Mon Oct 16 11:56:10 +0000 2017,1250604,@413411 Thanks. Can you try the troubleshooting steps found on this link: https://t.co/dqnJdtw1g9? Let us know how it goes /SJ,Mon Oct 16 14:02:43 +0000 2017,"I can play it on my computer only. Using an iPhone 7 Plus with iOS 11, I believe. It’s grayed our on my mobile playlist even after download",Thanks. Can you try the troubleshooting steps found on this link: Let us know how it goes /SJ,device_platform,device_platform
1933442,"@SpotifyCares just joined family premium and sent an invite, my family member has clicked accept invite link in email but nothing happens?",Sat Oct 28 20:10:34 +0000 2017,1933441,@575327 Hey David! Can you DM us your account's username and email address? We'll also need the same for your family member /JL https://t.co/ldFdZRiNAt,Sat Oct 28 23:06:58 +0000 2017,"just joined family premium and sent an invite, my family member has clicked accept invite link in email but nothing happens?",Hey David! Can you DM us your account's username and email address? We'll also need the same for your family member /JL,billing_subscription,billing_subscription
110041,@115888 How is d pymt method if no card?,Fri Dec 01 06:46:39 +0000 2017,468927,@226650 Hey there! Can you DM us your account's email address or username? We'll take a look /NS https://t.co/ldFdZRiNAt,Fri Dec 01 06:57:01 +0000 2017,How is d pymt method if no card?,Hey there! Can you DM us your account's email address or username? We'll take a look /NS,billing_subscription,billing_subscription
2821,@115888 Hello kakarenew ko lNgkahapon why sooolate???,Thu Nov 23 05:09:40 +0000 2017,677078,@281524 Hey there! We're afraid we don't have Filipino support for now. We hope you don't mind if we reply in English. Can you send us your account's email address or username via DM? We'll take a look backstage /AY https://t.co/ldFdZRiNAt,Thu Nov 23 06:26:17 +0000 2017,Hello kakarenew ko lNgkahapon why sooolate???,Hey there! We're afraid we don't have Filipino support for now. We hope you don't mind if we reply in English. Can you send us your account's email address or username via DM? We'll take a look backstage /AY,general_other,general_other
1806240,@115888 what are you even doing #help https://t.co/gegVKexdAw,Sat Oct 14 02:53:43 +0000 2017,1806239,"@542685 Hi, sorry to hear Discover Weekly wasn’t to your liking this week! It’ll be re-tuned on Monday. Check out Fresh Finds in the meantime /MT",Sat Oct 14 06:28:08 +0000 2017,what are you even doing #help,"Hi, sorry to hear Discover Weekly wasn’t to your liking this week! It’ll be re-tuned on Monday. Check out Fresh Finds in the meantime /MT",general_other,general_other
652508,.@SpotifyCares Tell them there should be keyboard shortcuts for everything! 😊 It's not hard to implement. Ever thought about #accessibility? https://t.co/KUg1uwQKkq,Fri Oct 27 13:20:08 +0000 2017,652510,"@275155 We hear you. While we can’t make any promises, we'll make sure that your feedback is passed on to the right folks /AD",Fri Oct 27 13:26:41 +0000 2017,. Tell them there should be keyboard shortcuts for everything! 😊 It's not hard to implement. Ever thought about #accessibility?,"We hear you. While we can’t make any promises, we'll make sure that your feedback is passed on to the right folks /AD",feature_request,feature_request
2426263,@SpotifyCares I tried to upgrade to premium but my student profile would not verify. It still billed me for $5.40 but I do not have any premium features.,Tue Nov 14 23:32:04 +0000 2017,2426265,@696716 Got it! Could you DM us your account's email address and username? We'll take a look backstage /CG https://t.co/ldFdZRiNAt,Tue Nov 14 23:34:01 +0000 2017,I tried to upgrade to premium but my student profile would not verify. It still billed me for $5.40 but I do not have any premium features.,Got it! Could you DM us your account's email address and username? We'll take a look backstage /CG,billing_subscription,billing_subscription
352651,"@4940 can you tell @SpotifyCares @115888 you had a ""Fresh Beats"" contest in 2016 and gave premium account/1yr as a prize and I won one",Fri Oct 06 23:08:14 +0000 2017,352650,@199853 @4940 @115888 Hey! We've just sent a DM your way. We'll carry on chatting there 🙂 /Q,Sun Oct 08 13:11:05 +0000 2017,"can you tell you had a ""Fresh Beats"" contest in 2016 and gave premium account/1yr as a prize and I won one",Hey! We've just sent a DM your way. We'll carry on chatting there 🙂 /Q,general_other,general_other
2629114,@115888 I closed your app today and switched to @129941 because you played a tampon commercial while I was listening to  @351169,Fri Nov 17 17:12:10 +0000 2017,2629113,@742523 Hi there. We're sorry you feel that way. We didn't mean to cause any offense. We'll pass the feedback on to the right people /LM,Fri Nov 17 17:34:49 +0000 2017,I closed your app today and switched to because you played a tampon commercial while I was listening to,Hi there. We're sorry you feel that way. We didn't mean to cause any offense. We'll pass the feedback on to the right people /LM,general_other,general_other
835848,@125633 Amazing!!! when will it be available for android devices?,Thu Oct 12 23:17:08 +0000 2017,835847,"@318982 Thanks Kevin, you're amazing too! Android is coming soon. Keep an eye out for any news 🔍 /Q",Fri Oct 13 08:57:57 +0000 2017,Amazing!!! when will it be available for android devices?,"Thanks Kevin, you're amazing too! Android is coming soon. Keep an eye out for any news 🔍 /Q",feature_request,feature_request
1812580,"@SpotifyCares ,, you said you sent a password reset to my email, but yet I never got the email",Sun Oct 15 06:08:38 +0000 2017,1812579,"@544540 Hi there, that's not cool! Could you DM us your account's username or password? We'll check backstage /RE https://t.co/ldFdZRiNAt",Sun Oct 15 06:29:42 +0000 2017,",, you said you sent a password reset to my email, but yet I never got the email","Hi there, that's not cool! Could you DM us your account's username or password? We'll check backstage /RE",account_access,account_access
526685,@SpotifyCares Please email me at __email__,Sat Dec 02 03:00:23 +0000 2017,526684,"@241893 Hey! We have support via email at https://t.co/ZgU70SUdKc, but we're happy to help you out here on Twitter. We'd recommend deleting your tweet for security as it contains your personal info. Can you DM it to us instead? We'll take a look backstage /KM https://t.co/ldFdZR1cbT",Sat Dec 02 07:07:04 +0000 2017,Please email me at __email__,Hey! We have support via email at but we're happy to help you out here on Twitter. We'd recommend deleting your tweet for security as it contains your personal info. Can you DM it to us instead? We'll take a look backstage /KM,general_other,general_other
1502189,@SpotifyCares thanks. Only thing I’m waiting for is Spotify working / playing on all my amazon echos at once. -‘everywhere’  :-),Fri Nov 03 16:27:22 +0000 2017,1502191,@468674 We can see how that’d be useful! Suggest it in our Community where you can get support from other fans: https://t.co/WgY7GXI7jf 😉 /GT,Fri Nov 03 17:09:16 +0000 2017,thanks. Only thing I’m waiting for is Spotify working / playing on all my amazon echos at once. -‘everywhere’ :-),We can see how that’d be useful! Suggest it in our Community where you can get support from other fans: 😉 /GT,feature_request,feature_request
2158591,@SpotifyCares It's been like this for the past 8 minutes https://t.co/4LHAj32BSf,Thu Nov 09 03:06:22 +0000 2017,2158589,@634059 That's odd. Does using a different browser help at all? /AP,Thu Nov 09 03:28:16 +0000 2017,It's been like this for the past 8 minutes,That's odd. Does using a different browser help at all? /AP,general_other,general_other
2809046,@115888 @117168 @SpotifyCares i got issues with u removing Troubadour by George Strait and People are Crazy by Billy Currington,Wed Nov 22 03:23:09 +0000 2017,2809045,@783416 Hey there! Sometimes content gets removed due to licensing changes. Hopefully we'll have them available again soon. Check this out: https://t.co/0i8GpimuDa /AR,Wed Nov 22 05:19:43 +0000 2017,i got issues with u removing Troubadour by George Strait and People are Crazy by Billy Currington,Hey there! Sometimes content gets removed due to licensing changes. Hopefully we'll have them available again soon. Check this out: /AR,feature_request,feature_request
254966,@SpotifyCares Oh look. Here's another one...from GOOGLE PLAY! If their engineers can do it why can't yours?   #ProveSpotifyCares https://t.co/TML4ApjIDG,Thu Oct 05 20:41:57 +0000 2017,254967,@176622 We've already passed on your thoughts. Thanks for taking the time to reach out – your feedback's been noted 📝 /PB,Thu Oct 05 21:05:23 +0000 2017,Oh look. Here's another one...from GOOGLE PLAY! If their engineers can do it why can't yours? #ProveSpotifyCares,We've already passed on your thoughts. Thanks for taking the time to reach out – your feedback's been noted 📝 /PB,general_other,general_other
129767,HOW DO I BUY PREMIUM??? @115888 @SpotifyCares,Fri Nov 24 03:04:03 +0000 2017,129766,@145259 Hey there! Can you send us a DM with your account's email address or username? We'll take a look backstage /AR https://t.co/ldFdZRiNAt,Fri Nov 24 05:48:28 +0000 2017,HOW DO I BUY PREMIUM???,Hey there! Can you send us a DM with your account's email address or username? We'll take a look backstage /AR,billing_subscription,billing_subscription
665721,@115888 what happened to the @89461 RFK album? Was there yesterday and today’s it’s unavailable,Sat Nov 11 17:49:20 +0000 2017,665719,@278577 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /DF,Sat Nov 11 20:40:30 +0000 2017,what happened to the RFK album? Was there yesterday and today’s it’s unavailable,Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /DF,feature_request,feature_request
1980721,yo @115888 is there going to ever be feature to change names???,Tue Oct 31 22:27:38 +0000 2017,1980720,@586325 Hey there! We're afraid we don't have any info on that. We’d recommend showing your support for the idea here: https://t.co/8Is2HkMbcb /NS,Tue Oct 31 22:36:03 +0000 2017,yo is there going to ever be feature to change names???,Hey there! We're afraid we don't have any info on that. We’d recommend showing your support for the idea here: /NS,feature_request,feature_request
1977638,@SpotifyCares Generally I am using a headphone or earpods. And i am not using any playlist. I use whole song list,Wed Nov 01 23:51:31 +0000 2017,1977639,"@585621 Got it. We’ve recently made some improvements to our shuffle algorithm, but we'd love to hear your feedback at https://t.co/T3vZnSL3od /RH",Wed Nov 01 23:54:32 +0000 2017,Generally I am using a headphone or earpods. And i am not using any playlist. I use whole song list,"Got it. We’ve recently made some improvements to our shuffle algorithm, but we'd love to hear your feedback at /RH",general_other,general_other
2438678,You guys charged me 9.99 when I’m on a student plan. @SpotifyCares,Tue Nov 14 22:09:39 +0000 2017,2438677,@699485 Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN https://t.co/ldFdZRiNAt,Tue Nov 14 22:12:22 +0000 2017,You guys charged me 9.99 when I’m on a student plan.,Hey there! We're here to help. Can you DM us your account's email address? We'll take a look under the hood /AN,billing_subscription,billing_subscription
2312895,"I wish @115888 didn’t skip/scratch/loop with every song I played on the new IOS Beta... minor glitches just annoying, trying to jam out!",Thu Oct 19 21:12:10 +0000 2017,2312893,"@670725 Hey, that doesn't sound right. Can you let us know the Spotify version you're using? We'll see what we can suggest /RH",Thu Oct 19 22:27:00 +0000 2017,"I wish didn’t skip/scratch/loop with every song I played on the new IOS Beta... minor glitches just annoying, trying to jam out!","Hey, that doesn't sound right. Can you let us know the Spotify version you're using? We'll see what we can suggest /RH",playback_technical,playback_technical
334605,"@SpotifyCares I'm in cairo, egypt, and i dont think  we would have any better than you to make our life more cheerful by playing your awesome music",Sat Oct 07 22:30:55 +0000 2017,334607,@195737 Don't worry! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /JN,Sat Oct 07 22:38:35 +0000 2017,"I'm in cairo, egypt, and i dont think we would have any better than you to make our life more cheerful by playing your awesome music",Don't worry! We're launching in new countries as often as possible. Be sure to add your email at /JN,general_other,general_other
1821345,fight for my way (쌈 마이웨이) soundtracks to be on @115888 is all i’m asking for 🙏🏽,Mon Oct 16 16:14:56 +0000 2017,1821344,"@546799 Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /SJ",Mon Oct 16 18:37:52 +0000 2017,fight for my way (쌈 마이웨이) soundtracks to be on is all i’m asking for 🙏🏽,"Hey there! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: /SJ",feature_request,feature_request
115293,"@115888 When i enter the link, it says $9.99 for 3 months instead of $0.99",Sun Nov 26 04:44:48 +0000 2017,1790171,@537738 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,Sun Nov 26 06:42:28 +0000 2017,"When i enter the link, it says $9.99 for 3 months instead of $0.99",Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,billing_subscription,billing_subscription
1711764,@115888 why doesn’t Spotify sync listened podcasts between the Mac client and the iOS client?,Sun Nov 05 23:43:40 +0000 2017,1711763,"@518506 Hey! The cavalry's here. Can you fire over the OS X, iOS, and the Spotify versions you're using? We'll see what we can suggest /JS",Mon Nov 06 02:04:57 +0000 2017,why doesn’t Spotify sync listened podcasts between the Mac client and the iOS client?,"Hey! The cavalry's here. Can you fire over the OS X, iOS, and the Spotify versions you're using? We'll see what we can suggest /JS",feature_request,feature_request
552685,I had to break down and get @115948 because my @117168 doesn’t work on my iPhone X. Now I have to cancel my Spotify and lose all my playlist. 😔,Sat Dec 02 15:24:39 +0000 2017,552684,@245484 Hi there. We're sorry you feel that way. Can you let us know what's happening exactly? Are you getting any specific error messages when you try to use the app? We'll see what we can suggest /LM,Sat Dec 02 19:35:52 +0000 2017,I had to break down and get because my doesn’t work on my iPhone X. Now I have to cancel my Spotify and lose all my playlist. 😔,Hi there. We're sorry you feel that way. Can you let us know what's happening exactly? Are you getting any specific error messages when you try to use the app? We'll see what we can suggest /LM,device_platform,device_platform
1591705,i wish @115888 had a way to tell me what my most listened to songs are,Sun Nov 05 00:21:03 +0000 2017,1591704,@489293 Hey! We hear you. Your feedback has been noted and passed onto the team /NQ,Sun Nov 05 00:40:11 +0000 2017,i wish had a way to tell me what my most listened to songs are,Hey! We hear you. Your feedback has been noted and passed onto the team /NQ,feature_request,feature_request
1299582,"HEY @115888 YOU SHOULD REALLY INCLUDE US ""LITTLE PODCASTS"" ON YOUR STREAMING SERVICE.",Tue Oct 17 19:26:13 +0000 2017,1299581,"@423742 Hey Shawnte, we'd love to have them on Spotify! Hopefully we will in the future. Check this out: https://t.co/MEjmIRL2eB /TF",Tue Oct 17 20:35:29 +0000 2017,"HEY YOU SHOULD REALLY INCLUDE US ""LITTLE PODCASTS"" ON YOUR STREAMING SERVICE.","Hey Shawnte, we'd love to have them on Spotify! Hopefully we will in the future. Check this out: /TF",feature_request,feature_request
113852,@115888 I clicked the link and logged into my account and it charged me 9.99?? That’s not what’s advertised?!,Fri Nov 24 11:49:02 +0000 2017,150653,"@150369 Hey Luke, that's no fun. Can you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt",Fri Nov 24 15:26:57 +0000 2017,I clicked the link and logged into my account and it charged me 9.99?? That’s not what’s advertised?!,"Hey Luke, that's no fun. Can you DM us your account's email address or username? We'll take a look backstage /JE",billing_subscription,billing_subscription
1419716,@SpotifyCares I may be in Malaysia but that DOES NOT implies that I WANT malay as my language,Wed Nov 01 23:53:18 +0000 2017,1419715,@450040 We understand. We've just sent you a bit more info over DM. We'll carry on helping out there /JS,Thu Nov 02 00:03:32 +0000 2017,I may be in Malaysia but that DOES NOT implies that I WANT malay as my language,We understand. We've just sent you a bit more info over DM. We'll carry on helping out there /JS,feature_request,feature_request
2587564,For some reason I keep getting an error while trying to update my payment method for premium? @SpotifyCares,Mon Oct 30 16:13:09 +0000 2017,2587563,@733146 Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF https://t.co/ldFdZRiNAt,Mon Oct 30 18:03:33 +0000 2017,For some reason I keep getting an error while trying to update my payment method for premium?,Hey there! Could you DM us your account's username and email address? We'll take a look backstage /DF,billing_subscription,billing_subscription
1934526,@SpotifyCares  I deleted my Facebook account  &amp; now cannot login :( or contact you any other way.,Sun Oct 29 02:23:02 +0000 2017,1934525,"@575610 Hey, help's arrived! Could you send us a DM with your Facebook account's email address? We'll check things backstage /CH https://t.co/ldFdZRiNAt",Sun Oct 29 04:41:43 +0000 2017,I deleted my Facebook account &amp; now cannot login :( or contact you any other way.,"Hey, help's arrived! Could you send us a DM with your Facebook account's email address? We'll check things backstage /CH",account_access,account_access
2917978,Spotify is down and I need music,Tue Nov 28 21:00:18 +0000 2017,2917976,"@491261 Hey Maury! We've made a few tweaks backstage, so this should now be fixed up. Let us know if not /CE",Wed Nov 29 00:07:47 +0000 2017,Spotify is down and I need music,"Hey Maury! We've made a few tweaks backstage, so this should now be fixed up. Let us know if not /CE",playback_technical,playback_technical
729281,@SpotifyCares Its fixed thank you i think i just pit wrong login there,Wed Oct 11 08:31:30 +0000 2017,729280,@294672 No worries! Let us know if you ever need us again. We'd be... https://t.co/H82fhDtvr6 /RS,Wed Oct 11 08:48:06 +0000 2017,Its fixed thank you i think i just pit wrong login there,No worries! Let us know if you ever need us again. We'd be... /RS,account_access,account_access
1217410,"@SpotifyCares @49216 Also @115888 why has your ‘hold to preview’ function on the iOS app disappeared?  My peers and I found it extremely useful! 
Thanks",Sun Oct 15 19:28:55 +0000 2017,1217413,"@203506 1: Hey there! Could you send us the track's URL? Just Share &gt; Copy Link, and send it over to us, we'll check it out backstage.",Sun Oct 15 23:52:02 +0000 2017,Also why has your ‘hold to preview’ function on the iOS app disappeared? My peers and I found it extremely useful! Thanks,"1: Hey there! Could you send us the track's URL? Just Share &gt; Copy Link, and send it over to us, we'll check it out backstage.",feature_request,feature_request
366234,@SpotifyCares Bummer! Thanks!,Sun Oct 08 20:46:49 +0000 2017,366235,"@202748 No worries! If you ever need us again, just let us know. We're always here to help /CB",Sun Oct 08 20:47:35 +0000 2017,Bummer! Thanks!,"No worries! If you ever need us again, just let us know. We're always here to help /CB",general_other,general_other
806562,@SpotifyCares FYI this hasn’t been fixed still having issue with downloaded songs being choppy it sounds like a cd with scratches what’s up 🤷🏻‍♂️#Spotify,Mon Oct 23 17:24:30 +0000 2017,806563,@311994 We understand. We’re looking into this as we tweet. Thanks for bearing with us 🙂 /JQ,Mon Oct 23 20:27:27 +0000 2017,FYI this hasn’t been fixed still having issue with downloaded songs being choppy it sounds like a cd with scratches what’s up 🤷🏻‍♂️#Spotify,We understand. We’re looking into this as we tweet. Thanks for bearing with us 🙂 /JQ,playback_technical,playback_technical
902956,Finally ... fresh @91277 @64104 and @115888 is fucked,Fri Oct 20 00:15:31 +0000 2017,902955,@334354 Hi Josh! We'd suggest deleting your tweet as it contains private info. We've also replied to your DM. Let's carry on chatting there /RI,Fri Oct 20 00:40:30 +0000 2017,Finally ... fresh and is fucked,Hi Josh! We'd suggest deleting your tweet as it contains private info. We've also replied to your DM. Let's carry on chatting there /RI,general_other,general_other
2307193,I ran out of room for songs on @115888.🤦🏻‍♀️ I have a problem.,Sun Nov 12 23:36:03 +0000 2017,2307192,"@669303 Hey there! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /MT",Mon Nov 13 01:03:15 +0000 2017,I ran out of room for songs on I have a problem.,"Hey there! Don’t worry, we can help. What’s happening exactly? Can you let us know the device/OS you’re using? /MT",device_platform,device_platform
2754913,@SpotifyCares Any move on this yet?,Mon Nov 27 00:13:32 +0000 2017,2754915,@771098 We're afraid we don't have any updates on this. Rest assured that it has been passed on to our Content team. We hope it gets corrected soon /AY,Mon Nov 27 11:46:58 +0000 2017,Any move on this yet?,We're afraid we don't have any updates on this. Rest assured that it has been passed on to our Content team. We hope it gets corrected soon /AY,general_other,general_other
